,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Research & Development,Department_Sales,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
0,0.5441500200858227,1,1.0,0.7360470141054636,-1.017625425023019,1.0,1,-1.6973744203028625,1.0,1.3817220834452788,2.0,1.0,7,3.0,-0.036926621528054385,0.7397805932804443,2.1450693006102006,-1.153441586748324,0.0,0.0,0.0,-0.371554657111156,-2.185248007486386,0.0,-0.11476291984750231,-0.03388508508644714,-0.6772220479640132,0.27878702011024603,0,1,0,0,1,1
1,1.4679907610911977,0,2.0,-1.3039689648726038,-0.1518713645715801,0.0,1,-1.695720935006736,2.0,-0.2430096374284274,1.0,1.0,6,1.0,-0.23400123548597182,1.5038046089232255,-0.6685967127133354,2.1406667002971087,1.0,3.0,1.0,-0.06897250244074914,0.14938111536473914,2.0,0.6303415815220774,0.8084862406590909,-0.3525861744981787,0.8500685927728905,1,0,1,1,0,0
2,0.08222964958313518,1,1.0,1.4077898212780715,-0.8939462735299563,1.0,4,-1.692413964414483,3.0,1.283253494301418,1.0,0.0,2,2.0,-0.9282154028464226,-1.6647555635407847,1.3411647253749046,-0.055405491066513185,0.0,1.0,0.0,-0.5228457344463594,0.14938111536473914,2.0,-1.2324196719018718,-1.1570468527471645,-0.6772220479640132,-1.149416911546365,1,0,1,0,1,1
3,-0.3796907209195523,0,2.0,1.4548861804525346,-0.7702671220368936,3.0,1,-1.6907604791183566,3.0,-0.48918111028807987,2.0,0.0,6,2.0,-0.7411886255213538,1.2577629767670755,-0.6685967127133354,-1.153441586748324,0.0,2.0,0.0,-0.371554657111156,0.14938111536473914,2.0,0.25778933083728756,0.8084862406590909,0.29668557243349025,-1.149416911546365,1,0,0,1,0,1
4,-1.0725712766735835,0,1.0,-0.5305971721129963,-0.8939462735299563,0.0,3,-1.6874535085261035,0.0,-1.2769298234389679,2.0,0.0,2,1.0,-0.6135354282994815,0.339048026490651,2.5470215882278486,-0.8789325628278714,0.0,3.0,1.0,-0.6741368117815628,0.14938111536473914,2.0,-0.859867421217082,-0.5954659689168058,-0.027950301032344218,-0.5781353388837206,1,0,1,1,0,0
5,-0.4951708135452242,0,2.0,0.4956077067410984,-0.8939462735299563,1.0,1,-1.685800023229977,3.0,0.6432076648663215,2.0,0.0,2,3.0,-0.7048793976890144,-0.3320769747224626,-1.0705490003309834,-0.6044235389074186,0.0,2.0,0.0,-0.371554657111156,-0.6288285922523025,1.0,0.07151320549489262,0.8084862406590909,0.29668557243349025,0.5644278064415683,1,0,1,0,1,0
6,2.6227916873479162,0,1.0,1.2863307897228766,-0.7702671220368936,2.0,3,-1.682493052637724,2.0,0.7416762540101824,3.0,0.0,2,0.0,-0.7957666472315997,-0.5995135314139298,0.5372601501396086,1.3171396285357504,1.0,0.0,3.0,0.23360965222965768,0.14938111536473914,1.0,-1.046143546559477,-1.1570468527471645,-0.6772220479640132,-1.149416911546365,1,0,0,1,0,1
7,-0.726130998796568,0,1.0,1.3706084850877056,1.8269950593174231,0.0,1,-1.6808395673415975,3.0,0.05239613000315556,2.0,0.0,2,2.0,-0.7905143689917016,-0.12502477741027926,-0.6685967127133354,1.8661576763766559,1.0,1.0,1.0,-1.4305921984575798,-0.6288285922523025,2.0,-1.046143546559477,-1.1570468527471645,-0.6772220479640132,-1.149416911546365,1,0,1,0,0,0
8,0.19770974220880705,0,2.0,-1.46013057687214,1.7033159078243605,2.0,1,-1.679186082045471,3.0,-1.0799926451512458,1.0,2.0,4,2.0,0.7698689881049958,-0.7651834404801703,-1.0705490003309834,1.5916486524562032,1.0,1.0,0.0,-0.06897250244074914,-0.6288285922523025,2.0,0.44406545617968246,0.8084862406590909,-0.3525861744981787,1.1357093791042128,1,0,1,0,1,0
9,-0.03325044304253669,0,1.0,1.224361896072267,2.198032513796611,2.0,3,-1.6775325967493446,2.0,1.3817220834452788,2.0,1.0,0,2.0,-0.20956672367427176,0.3313064419548454,1.3411647253749046,-0.6044235389074186,0.0,1.0,2.0,0.9900650389056748,0.14938111536473914,1.0,0.07151320549489262,0.8084862406590909,1.5952290662968283,0.8500685927728905,1,0,1,1,0,0
